"","3093HepFr","Gran532","3082Cit4C","NKpan1879","3045EDTAFr","NK8m2626","3021Cit4C","Tpan1754","3159EDTAFr","Th1702","Tc2615","NK16p2288","3082EDTARt","3676","2290","3045Cit4C","B1869","3451","Mono1972","3045EDTARt","NK8p2620","3675","3021CitFr","NKpan2241","Neut1148","Baso1832","Tc2637","3045EDTA4C","NKT2574","NK8m2299","2745","3696","3177EDTA80","Neut1145","3619","NK16p2590","3021EDTAFr","3082Cit80","3177HepFr","Mono1775","NK8p2621","3159HepFr","3268","3082EDTA4C","B2005","3159Hep80","NK16p2594","NKT2584","3177EDTAFr","Bpen","Treg2169","3093EDTA80","3159Hep4C","3093Hep80","3272","3082EDTA80","3177Cit80","B1681","3019","NK16m2608","2563","3082Hep80","NK16m2640","3093CitFr","Baso2477","Gpen","3045CitRt","Th2535","3093EDTAFr","Th1831","3093Cit80","Baso1915","3169","3159EDTARt","3093EDTARt","Th2611","NKT2613","NK8p2619","NKpan1850","NK16m2606","NK16m2578","Th2546","3021EDTA4C","Eos2272","3289","Tc1547","3082CitFr","NK16p2297","3159CitFr","3082EDTAFr","3045HepRt","3159Cit4C","NK8m4229","Baso1889","Eos2063","3021Hep80","3697","Gran1146","3682","3021HepRt","2120","STpen","3357","Treg2169","Gosis","3177CitFr","Treg1782","3685","3045HepFr","Tpan2294","NK8m2641","3221","3093HepRt","Tc2636","2367","3082Hep4C","Tpan1779","NormMix","3177Hep80","Mosis","3177HepRt","Neut2270","3045Cit80","2130","3045EDTA80","B1690","Neut0612","Tpan1612","3021CitRt","2806","Eos2275","NKT2572","Neut1147","Mono2639","3177EDTA4C","B1877","3021Cit80","3159EDTA80","3045CitFr","3396","NK8p2623","NKT2616","2570","3398","3159HepRt","2240","3699","3045Hep80","MTpen","3234","NKpan1869","3177CitRt","Gran1149","NK8m2631","3082HepRt","3177EDTARt","Tc2007","3159CitRt","Mono1993","3093Cit4C","Eos2042","3093CitRt","NKpan2510","3266","Gran1150","3021EDTA80","Baso2492","NK8p2614","3159EDTA4C","NK16m2577","3177Hep4C","Tpan1795","3305","3045Hep4C","Mono1827","2899","3021HepFr","NKpan2503","3159Cit80","3021Hep4C","3093EDTA4C","3082HepFr","3566","Gran2271","2016","3386","3177Cit4C","3021EDTARt","3093Hep4C","NK16p2589","3082CitRt","Treg2280"
"cg00673191",0.4373288,0.2058022,0.4281663,0.7643816,0.3367478,0.74385,0.4855126,0.7680445,0.4129705,0.8451093,0.8454664,0.8087675,0.3888901,0.407361,0.3619249,0.3556413,0.8169953,0.2456436,0.7613295,0.352446,0.7653406,0.6290771,0.5537726,0.8402299,0.2401359,0.3659425,0.8433004,0.3420616,0.7282373,0.8103681,0.2387764,0.3844568,0.489521,0.2116075,0.4668404,0.8185607,0.5068171,0.3753424,0.4734862,0.75793,0.8053877,0.4126989,0.4525763,0.3809017,0.8566775,0.4176126,0.7873273,0.8157477,0.523317,0.4299248,0.8048927,0.4713532,0.4239092,0.4884087,0.3649035,0.3889862,0.50822,0.8614159,0.429102,0.8338016,0.3776899,0.385022,0.8260317,0.4728433,0.4016715,0.7353975,0.3389446,0.8341629,0.4833504,0.8624206,0.4773352,0.319121,0.5469859,0.4324638,0.4954021,0.8680431,0.7384853,0.8236542,0.8060647,0.872144,0.8801727,0.7736957,0.5463386,0.04003609,0.3840643,0.7668471,0.4692744,0.8270943,0.419749,0.3772136,0.3467244,0.4142784,0.8237251,0.2536608,0.03428875,0.4858858,0.4588804,0.2411415,0.3536449,0.5159683,0.3217137,0.4352794,0.2956707,0.7862149,0.3663589,0.4916795,0.8092518,0.3595969,0.3308261,0.8288488,0.6957213,0.3022142,0.4775137,0.8462564,0.2858154,0.3752241,0.837913,0.4226043,0.5556005,0.4799965,0.4788955,0.2847667,0.3328861,0.3899181,0.3313858,0.8725014,0.2205977,0.8290665,0.5434127,0.3847091,0.02187317,0.7628487,0.2175764,0.779431,0.4899108,0.863871,0.4672331,0.4418158,0.3711443,0.543785,0.8468947,0.7276117,0.4620997,0.30364,0.4306821,0.3411895,0.3622319,0.3739426,0.4138549,0.323682,0.7288225,0.5447897,0.2544847,0.7945043,0.4199412,0.5234309,0.7384096,0.4151833,0.7471657,0.4573143,0.03273514,0.4497369,0.7963042,0.3943209,0.2924379,0.5756319,0.4571546,0.8245795,0.4260635,0.8130516,0.5033382,0.8230486,0.4701053,0.3631566,0.8176341,0.4766289,0.5547722,0.8446521,0.472828,0.5751966,0.4772448,0.3909065,0.4443067,0.2585576,0.3127537,0.2616369,0.4898733,0.5405179,0.5636398,0.7833691,0.4200685,0.8111812
"cg00739120",0.2797224,0.1739499,0.3292229,0.1982091,0.3141544,0.3844562,0.4889889,0.5797223,0.2357121,0.4669066,0.5225583,0.1841028,0.2830966,0.385168,0.2002733,0.362891,0.1324099,0.1670478,0.2034799,0.3137532,0.3922492,0.5886586,0.4583385,0.3433912,0.1238743,0.1846525,0.4036604,0.3078247,0.5610338,0.35998,0.1718068,0.4073969,0.3716759,0.1409994,0.167286,0.2958357,0.4605114,0.2475743,0.3502142,0.1594641,0.3685593,0.2818829,0.3223277,0.2877059,0.2082549,0.2791193,0.2359477,0.3985655,0.3354018,0.2560745,0.6348542,0.3160004,0.2852806,0.3227643,0.2362307,0.3281525,0.3936014,0.1588511,0.3847243,0.1690508,0.1785506,0.3170725,0.1351782,0.2949294,0.1464004,0.3602029,0.3002389,0.5593557,0.2818067,0.497161,0.2792541,0.1273253,0.4743145,0.2497272,0.2899514,0.7313663,0.7218432,0.2612257,0.2193763,0.1655802,0.1602675,0.7233748,0.4979758,0.1048842,0.2773825,0.5457347,0.3432881,0.2568129,0.2967686,0.2948167,0.327508,0.3271761,0.3277313,0.1535546,0.1604071,0.4517992,0.3409109,0.1136976,0.256771,0.5121619,0.1750803,0.1907846,0.07621584,0.5603616,0.2595465,0.3386345,0.6747216,0.2811145,0.3030038,0.5254723,0.2106007,0.2717733,0.2445626,0.4924366,0.149698,0.2225907,0.5163687,0.1810792,0.3427826,0.2020761,0.3477631,0.1178551,0.2953763,0.4265808,0.3124829,0.16519,0.1525542,0.5444357,0.4778199,0.2101246,0.1354837,0.4967619,0.145045,0.1949586,0.3527163,0.1522708,0.4365231,0.2533648,0.306007,0.3385618,0.2182851,0.6374012,0.3208421,0.2901415,0.2666284,0.2934834,0.3186741,0.3750373,0.1946677,0.1597967,0.2301838,0.4455925,0.2066628,0.2085138,0.2633839,0.3166133,0.6448945,0.2651365,0.1183286,0.3142664,0.1783392,0.3044298,0.2352271,0.2552532,0.1674983,0.4821042,0.08111834,0.2395016,0.2131812,0.1274409,0.2897721,0.4628402,0.3223079,0.2602836,0.1172881,0.354787,0.4510997,0.2097083,0.2620121,0.4013503,0.2770379,0.201787,0.265235,0.1678988,0.2514461,0.1691097,0.3733266,0.4134134,0.247769,0.1911742,0.2395157,0.5726604
"cg00795812",0.8764743,0.976547,0.9248866,0.8742831,0.9410504,0.8073642,0.8611,0.0544774,0.9389799,0.06290565,0.04464734,0.9130358,0.9216679,0.9286513,0.9568197,0.9377161,0.6084205,0.9707941,0.5535745,0.9335808,0.7014912,0.7482983,0.8756153,0.8685615,0.981465,0.9785143,0.05594424,0.9394117,0.2143696,0.9225091,0.9762712,0.8945297,0.8425763,0.983309,0.936401,0.8270991,0.8531885,0.9248205,0.8378694,0.5737471,0.8094242,0.9424747,0.8955758,0.9194282,0.5162381,0.9284316,0.9126115,0.1995433,0.8449934,0.9225776,0.1119654,0.875301,0.9371543,0.8712546,0.9586493,0.9212483,0.8507239,0.7589093,0.9292479,0.9487333,0.9584969,0.9135802,0.950082,0.8793581,0.9785227,0.7095312,0.9361073,0.07081819,0.8925152,0.06086177,0.8943884,0.9792398,0.9129083,0.9300364,0.8630592,0.05155789,0.1445918,0.9414728,0.8969512,0.9523729,0.9625694,0.04713554,0.8807735,0.9818433,0.9616125,0.1638184,0.9340436,0.9167909,0.9401433,0.9145076,0.9402929,0.9469544,0.9189625,0.9760281,0.9824353,0.8521968,0.9026637,0.9859172,0.9331937,0.8410656,0.9738184,0.9573714,0.9579492,0.09198453,0.9719325,0.853868,0.08840272,0.9398812,0.9469239,0.08833314,0.8782661,0.9520808,0.8616686,0.07420808,0.9735424,0.9232922,0.08764791,0.9410704,0.8532773,0.9355693,0.8209277,0.9842755,0.9463249,0.9155307,0.9409242,0.7731553,0.9855493,0.2332691,0.8621046,0.9764339,0.9815319,0.2837422,0.9839482,0.628724,0.8531575,0.7922313,0.8435872,0.9415854,0.9403553,0.803619,0.8296267,0.1960138,0.9407741,0.9497057,0.9262115,0.952637,0.9161558,0.9373062,0.9518226,0.9671843,0.8367954,0.8560517,0.984906,0.8363071,0.9209687,0.8191296,0.07333221,0.9360152,0.8532975,0.8776369,0.9808999,0.8727927,0.8599791,0.9588458,0.9851989,0.8816221,0.9785105,0.7977126,0.9339505,0.972134,0.8172998,0.05018116,0.9305869,0.9461069,0.6120305,0.9020864,0.8362873,0.8694782,0.9515214,0.8651209,0.8872543,0.9159547,0.9263125,0.9628754,0.9648038,0.946601,0.8206105,0.8335829,0.9279646,0.872264,0.9312075,0.05691429
"cg00899659",0.4179865,0.08772019,0.3023407,0.511022,0.2595027,0.6126458,0.4296997,0.9009165,0.2443168,0.9127345,0.4922668,0.6386092,0.342784,0.4194785,0.2801376,0.3181384,0.4088727,0.1841753,0.03405642,0.3008491,0.8085621,0.5817537,0.465271,0.5174313,0.05496694,0.04906804,0.4280314,0.2839918,0.7543603,0.6072776,0.1139023,0.3945576,0.4139922,0.03270024,0.3822642,0.6910148,0.464866,0.3377182,0.3981513,0.03870953,0.5697367,0.2474332,0.4119503,0.3135953,0.3976735,0.2052024,0.3646921,0.7695939,0.4658155,0.2822998,0.8880622,0.3842321,0.2404845,0.3888132,0.2676871,0.3084017,0.4439751,0.3021976,0.312085,0.3849496,0.194921,0.3512419,0.4513741,0.414517,0.0476379,0.4180684,0.2701685,0.925392,0.4059777,0.8669723,0.3971973,0.04068927,0.5101542,0.2936579,0.4433615,0.943715,0.8436826,0.5423809,0.4388754,0.4051176,0.3823605,0.9417794,0.4829292,0.02473338,0.2835403,0.6365572,0.4235196,0.6327068,0.2774067,0.3113843,0.2983828,0.2500227,0.6276574,0.04093495,0.0312455,0.4662555,0.399449,0.02316015,0.3206463,0.5158262,0.1259594,0.1030176,0.1221476,0.9120239,0.1913762,0.446179,0.9508797,0.2719423,0.2768328,0.7523202,0.4669161,0.2917982,0.4317167,0.5116007,0.1128375,0.3576561,0.6811829,0.2476973,0.4817549,0.165123,0.4497992,0.04384226,0.2848115,0.3272174,0.3076169,0.2253364,0.04821702,0.7438219,0.5076736,0.2016275,0.02360698,0.6854137,0.0269441,0.03023742,0.3960601,0.2353272,0.4904605,0.2611371,0.2655709,0.2884674,0.4362976,0.8976065,0.3425555,0.284135,0.2748111,0.1804913,0.2786776,0.271833,0.1611043,0.1943359,0.5353849,0.4403587,0.02058571,0.5493845,0.3795407,0.5099546,0.7774353,0.202533,0.05291033,0.4116349,0.02029374,0.4231769,0.4331063,0.2640352,0.02123218,0.52672,0.0402331,0.5513366,0.2486523,0.4004331,0.4425126,0.7204493,0.4213783,0.2694925,0.02372058,0.3548451,0.4909891,0.6556568,0.2491884,0.4845178,0.4196433,0.3026915,0.4148013,0.04523576,0.2379913,0.1942816,0.4192615,0.5043633,0.4167208,0.4784575,0.3768417,0.9247341
"cg01031251",0.897396,0.8295172,0.8914433,0.9595099,0.8620546,0.9551538,0.8924532,0.9486653,0.8798901,0.9632581,0.961683,0.9702597,0.8922236,0.8807728,0.8834925,0.8597335,0.9580048,0.8365703,0.9554998,0.8679455,0.9584111,0.9359223,0.9256832,0.9758229,0.8742352,0.9311963,0.9607084,0.8786744,0.9484606,0.9700542,0.8421947,0.9035814,0.9115818,0.815982,0.9220335,0.9656507,0.9011538,0.8882023,0.9316324,0.9449933,0.9643317,0.8675223,0.9015102,0.8787497,0.96246,0.8951256,0.9688086,0.954315,0.9161,0.9033517,0.9551654,0.8943492,0.8742571,0.9015545,0.8360104,0.881502,0.9107405,0.9759431,0.9091788,0.968147,0.8651243,0.892212,0.9669712,0.9056805,0.9349392,0.9477146,0.8699361,0.9537194,0.9134436,0.9629147,0.9030985,0.9218804,0.9075915,0.87586,0.903708,0.9537221,0.927587,0.9625347,0.9625843,0.9635183,0.9668507,0.9579323,0.9114984,0.8608528,0.8907518,0.9568363,0.9085856,0.9584169,0.8821977,0.8778651,0.8763819,0.8765842,0.9639793,0.8821119,0.8683075,0.9084933,0.897611,0.8621833,0.884639,0.9100878,0.8899314,0.889868,0.8213161,0.9598882,0.8743674,0.9167441,0.9658915,0.8744258,0.8730054,0.9634175,0.9457469,0.8827589,0.9031777,0.9591944,0.8905069,0.8941706,0.9662879,0.9019212,0.9295136,0.9028454,0.9135561,0.8755281,0.8664349,0.9056634,0.886662,0.9682638,0.8537611,0.9652455,0.9145537,0.8826497,0.8107525,0.9606125,0.8456027,0.9616009,0.9161469,0.9682941,0.913114,0.88752,0.8780382,0.8945326,0.9716599,0.9581017,0.8994795,0.8959091,0.870421,0.8671254,0.8895081,0.8869787,0.8783897,0.8985332,0.9541569,0.9141575,0.8359776,0.9640227,0.8997398,0.9258994,0.9584015,0.8726489,0.95293,0.9118658,0.8138844,0.9046431,0.9677229,0.853476,0.8639545,0.9194955,0.9438648,0.9684673,0.8804576,0.9712099,0.9266493,0.9645004,0.9019782,0.8776674,0.9562482,0.9032972,0.9195331,0.967534,0.9198577,0.9264624,0.9055749,0.9022334,0.9079326,0.8114895,0.8747568,0.841417,0.9153247,0.8991641,0.9414629,0.9661347,0.9001061,0.9616522
"cg01124420",0.4988159,0.6825404,0.5216624,0.6884747,0.5804747,0.4733551,0.4593377,0.1038664,0.6057596,0.07063708,0.3060046,0.6574332,0.511224,0.6069276,0.5997434,0.6100278,0.4725553,0.7527216,0.7434016,0.540918,0.3902206,0.4015284,0.5100051,0.6630948,0.7263392,0.7232364,0.3462604,0.5567579,0.1515318,0.6800482,0.7052089,0.5953418,0.4451804,0.7168148,0.6338388,0.5370166,0.4482818,0.4748257,0.3963785,0.7459945,0.5296631,0.5812931,0.4361283,0.4989403,0.4868018,0.5744206,0.5729874,0.1693117,0.4340932,0.5592145,0.186852,0.5051137,0.5579211,0.4815702,0.4873262,0.5025988,0.45157,0.5495141,0.534106,0.6394839,0.6835822,0.477127,0.5837203,0.5144362,0.6992429,0.3579703,0.5663704,0.06115357,0.5320011,0.06312853,0.5050872,0.7132276,0.4881932,0.5751808,0.4474857,0.06942354,0.2624457,0.6612782,0.5948175,0.6091346,0.7163262,0.07603559,0.5108518,0.7494715,0.7508289,0.2868538,0.6104043,0.6542493,0.6159293,0.4985797,0.5758268,0.6034671,0.4892716,0.749378,0.7898806,0.4627019,0.53395,0.7731333,0.6131852,0.4476081,0.7593257,0.6488998,0.4017033,0.2193401,0.6400872,0.4201776,0.2423737,0.6327447,0.5692071,0.1085951,0.5313794,0.6374807,0.4624907,0.3130077,0.7312971,0.527469,0.181062,0.5870218,0.4571918,0.637327,0.4295395,0.7486903,0.602186,0.5309156,0.6388706,0.609036,0.7333313,0.1876198,0.4541205,0.7116657,0.7931585,0.1397252,0.7336004,0.6985394,0.4228645,0.5473428,0.4898123,0.6321568,0.5626814,0.4492719,0.6704571,0.06681634,0.631548,0.6023753,0.5448898,0.6603604,0.5333571,0.6117334,0.6249972,0.6496191,0.5543138,0.4716334,0.8125356,0.6033771,0.5102002,0.4774148,0.2534436,0.605602,0.7819037,0.5529051,0.8030805,0.4851182,0.5452737,0.5452451,0.8026409,0.5689089,0.8256659,0.6199196,0.5811905,0.6538249,0.4430762,0.1945259,0.6509781,0.620541,0.7470943,0.4736528,0.4658482,0.1769891,0.6948955,0.5032485,0.5285082,0.4824218,0.6229297,0.5932363,0.6868415,0.5461636,0.4585722,0.4385073,0.626902,0.585166,0.5466471,0.1474758
"cg01182697",0.2786694,0.094814,0.2088263,0.1802484,0.1849954,0.4528111,0.3695932,0.7867094,0.186674,0.6120569,0.6857005,0.2914021,0.2683479,0.3095063,0.1868456,0.2231439,0.2642055,0.09076081,0.04900514,0.2313704,0.5596073,0.5178924,0.388592,0.2878848,0.04893389,0.06839608,0.6921,0.2193775,0.8353491,0.2459007,0.07581352,0.2994235,0.3141833,0.03205454,0.2693527,0.3674553,0.3933716,0.2252684,0.3170583,0.05386052,0.3805408,0.1681432,0.3212622,0.2379634,0.3684349,0.1572065,0.24239,0.6389855,0.4059632,0.2130579,0.6670085,0.2987034,0.1818402,0.3117515,0.171356,0.2151798,0.3430703,0.2135179,0.2798439,0.1463352,0.1450169,0.2401686,0.1370793,0.3061076,0.04407698,0.3151748,0.2010726,0.7006637,0.339782,0.5739337,0.3187005,0.03647894,0.4949443,0.2178529,0.3494989,0.761756,0.8635766,0.2417159,0.2020822,0.1047128,0.1456401,0.7791924,0.4044074,0.04397396,0.2042401,0.7803198,0.1750783,0.2903235,0.1576209,0.1881687,0.2323188,0.2006487,0.3588779,0.08833747,0.03835453,0.3909078,0.2378,0.03915453,0.2263818,0.4124052,0.06628654,0.09297589,0.1113058,0.6694567,0.1085066,0.3331314,0.7000859,0.2631165,0.1847238,0.5656163,0.2460749,0.2956602,0.2980978,0.7255698,0.1184863,0.2408053,0.6674035,0.218595,0.3539399,0.1335788,0.3033746,0.0382793,0.1598167,0.2982896,0.2078509,0.1278645,0.1593844,0.6056469,0.3948638,0.1837581,0.052895,0.8562486,0.0254884,0.05429879,0.2789809,0.1695561,0.3582212,0.1901591,0.2046652,0.2695982,0.2252832,0.8120952,0.2777061,0.2083592,0.1803457,0.1845544,0.1873033,0.1983579,0.1098249,0.09766252,0.2506327,0.3833569,0.03652543,0.2081976,0.2520704,0.3912357,0.8592036,0.2049622,0.0521584,0.3428569,0.02522845,0.3269692,0.1904592,0.1841438,0.0341641,0.4399296,0.05115935,0.2265891,0.1778701,0.07049237,0.3359834,0.7084674,0.3077034,0.2224061,0.03897204,0.3617265,0.3622348,0.4169087,0.1902838,0.3594415,0.2787244,0.2347513,0.2967445,0.06444676,0.2232742,0.1097209,0.3080634,0.3615519,0.3378377,0.1633582,0.2341714,0.6818545
"cg01278291",0.5547454,0.2963601,0.5121918,0.7044671,0.4168139,0.7649424,0.5373702,0.87467,0.3633991,0.8555915,0.8875281,0.7728953,0.5014197,0.4936326,0.3581314,0.4314196,0.05035492,0.3211026,0.3737381,0.4463948,0.810189,0.7409875,0.5104746,0.8154353,0.1263228,0.6267917,0.9048277,0.4008578,0.8516409,0.7695816,0.339849,0.5181014,0.5433831,0.1176924,0.5322753,0.7683433,0.5832195,0.4383378,0.5125014,0.4693586,0.9658917,0.3456004,0.3559749,0.4732387,0.03573469,0.3362807,0.7711686,0.7835683,0.5928699,0.399592,0.913523,0.5041202,0.3221384,0.5274122,0.3019256,0.4560695,0.4996203,0.06150292,0.614768,0.8386418,0.2744736,0.4737459,0.8155944,0.4816541,0.5724933,0.6237257,0.4166241,0.8895425,0.4949869,0.8858329,0.514707,0.6615044,0.6828639,0.3727288,0.5258033,0.9107651,0.8831748,0.7074863,0.64325,0.7809287,0.8757411,0.914758,0.6020831,0.06813648,0.3200438,0.8962249,0.5335396,0.7732794,0.3659504,0.4335219,0.4384605,0.334601,0.787464,0.6795561,0.07026264,0.5966929,0.5039549,0.1738251,0.4548154,0.5950119,0.2096893,0.2242124,0.2337859,0.8998836,0.3213601,0.5133729,0.9134707,0.4459503,0.4184059,0.8927041,0.7442352,0.399665,0.5083157,0.8866697,0.381678,0.4768045,0.894041,0.3888069,0.5667645,0.3745055,0.4688597,0.1897561,0.4496098,0.3698243,0.4771461,0.03393074,0.1964241,0.813225,0.6170556,0.3727353,0.2201993,0.8336725,0.200688,0.5148335,0.5139241,0.06064146,0.5612152,0.3292634,0.4292682,0.3272183,0.7265792,0.8951588,0.4507844,0.3826922,0.3742146,0.2658646,0.3787958,0.3953472,0.3267058,0.2982981,0.772695,0.5155864,0.09810529,0.7399486,0.4881993,0.5532471,0.892969,0.3133495,0.7513532,0.4903034,0.06097841,0.4816976,0.7208039,0.5624682,0.1672629,0.6263393,0.4951472,0.8314252,0.3219227,0.7466677,0.5360859,0.8719007,0.4459032,0.3664123,0.3525222,0.6246953,0.588287,0.7041138,0.3305529,0.5668764,0.5225023,0.488315,0.5317987,0.128598,0.3073409,0.3440156,0.4227455,0.5809753,0.5554043,0.6661687,0.461361,0.7307792
"cg01344171",0.6957783,0.6328967,0.5886508,0.6472856,0.6776323,0.7223395,0.7061509,0.8404089,0.5199487,0.7813304,0.8465737,0.7547306,0.6343909,0.6758825,0.5916921,0.6508197,0.64343,0.508177,0.5688027,0.6957041,0.8264827,0.7880839,0.7178984,0.770148,0.6061401,0.5658358,0.8408997,0.6929938,0.8304161,0.8021089,0.6489935,0.6343721,0.7157607,0.5779652,0.6722018,0.7779031,0.7078425,0.6544623,0.7583518,0.3254525,0.7762001,0.653311,0.664365,0.6256167,0.710731,0.6714032,0.7179548,0.8213178,0.7283358,0.6516125,0.8453326,0.6814963,0.682342,0.7033837,0.5770436,0.6874898,0.7470707,0.6586602,0.729212,0.7495708,0.6081291,0.6559425,0.7010541,0.7038568,0.5585818,0.7497543,0.6791942,0.7991956,0.7131199,0.8144714,0.7217998,0.4513413,0.5985245,0.6528179,0.6751735,0.8293155,0.8702488,0.6920925,0.7242444,0.7036113,0.7114682,0.8254102,0.719398,0.5210692,0.675148,0.830585,0.6571051,0.7023891,0.6199603,0.566004,0.6715431,0.702108,0.7148189,0.4223683,0.6662277,0.7189893,0.6974347,0.6269143,0.6173483,0.7005992,0.6260928,0.6193221,0.2326621,0.8033193,0.6431565,0.6744241,0.7905372,0.5455421,0.6660168,0.819966,0.7101814,0.6562652,0.6643493,0.8398533,0.5304183,0.6788691,0.7918041,0.6116874,0.7591821,0.648095,0.6912592,0.6060443,0.6384509,0.596493,0.6502528,0.5228131,0.6711103,0.7508693,0.7021174,0.625623,0.6686528,0.8202344,0.5810543,0.5655546,0.7016152,0.2691782,0.7288825,0.6038296,0.6866371,0.04969557,0.7455665,0.8716648,0.6810018,0.6383528,0.6451927,0.5986797,0.586835,0.654146,0.5885614,0.7156485,0.6184063,0.7664933,0.5999559,0.3607194,0.6845326,0.6887585,0.8780846,0.4630522,0.6425741,0.666441,0.706225,0.6091351,0.6626904,0.5300763,0.6366571,0.7459902,0.5169673,0.6570666,0.6254177,0.6100104,0.6919973,0.7710078,0.6879821,0.6075286,0.5891182,0.6725115,0.4801982,0.7304831,0.7002671,0.6848456,0.6748944,0.6287959,0.6751446,0.384077,0.6069318,0.2235918,0.676875,0.542538,0.7517442,0.3572095,0.6243615,0.536933
"cg01441777",0.5743847,0.3565493,0.4825499,0.5419701,0.4643638,0.6604967,0.549175,0.9369095,0.5608478,0.9297284,0.9572608,0.6980842,0.5411945,0.4663619,0.379914,0.4448617,0.560656,0.2691917,0.3858404,0.5090247,0.7623266,0.6808953,0.5748152,0.6618766,0.4520544,0.4690118,0.9443202,0.5008628,0.9215946,0.5862613,0.2996108,0.4941558,0.6557367,0.3186623,0.567862,0.7254906,0.5728745,0.4725976,0.658234,0.3468764,0.6787704,0.5569667,0.5724576,0.4890066,0.5945225,0.5603023,0.5759404,0.9064612,0.6866131,0.4982913,0.8868949,0.5804986,0.53354,0.5458013,0.2347118,0.491513,0.6967049,0.6080973,0.5788329,0.5892497,0.4243201,0.4841719,0.4840493,0.5810489,0.369674,0.6274574,0.4803759,0.9305617,0.5950214,0.9289836,0.5848774,0.4271795,0.5134544,0.5847898,0.625859,0.9449895,0.9237107,0.6223292,0.5553045,0.4873432,0.4921066,0.9251891,0.6564271,0.427209,0.3806551,0.9178804,0.480835,0.5594041,0.49853,0.4168758,0.4958662,0.5402548,0.5843955,0.3673308,0.4029381,0.6025011,0.4908741,0.4821083,0.434763,0.6161529,0.2740597,0.3628877,0.27172,0.9042875,0.3993886,0.6865805,0.928126,0.3762996,0.4866792,0.9365751,0.664057,0.4830679,0.5871667,0.9483813,0.1965911,0.4669765,0.914766,0.5500142,0.7164096,0.4405025,0.6954119,0.401164,0.5063065,0.4540235,0.5006623,0.4768002,0.3620813,0.9121798,0.6255675,0.4539969,0.4489209,0.9403416,0.2698564,0.3227838,0.6501429,0.63107,0.5548161,0.469074,0.4714991,0.4749645,0.5771163,0.9504864,0.5484161,0.5350939,0.5702338,0.3934211,0.2873835,0.5129776,0.4102595,0.3381783,0.5097656,0.6890469,0.4444035,0.6036111,0.5169823,0.7332837,0.9416256,0.5189847,0.3848725,0.5685359,0.4329853,0.5972254,0.5276591,0.3406381,0.423454,0.6528939,0.3118213,0.6002987,0.5307338,0.5679,0.6636701,0.9295979,0.4936193,0.4571375,0.4425097,0.5474995,0.5714605,0.5908301,0.57451,0.592155,0.5949931,0.4976284,0.4864555,0.2798283,0.3052687,0.3158918,0.6498356,0.5621815,0.6143916,0.5681753,0.4489773,0.8866516
"cg01599709",0.2767239,0.1240372,0.2181761,0.1856407,0.1752559,0.30886,0.4007354,0.7354336,0.1866208,0.5635004,0.6818522,0.1421333,0.2246354,0.2918942,0.18829,0.2102066,0.2083762,0.1910383,0.04602382,0.2097997,0.280239,0.456638,0.4024872,0.2239389,0.07656369,0.1004293,0.6337809,0.193834,0.8390571,0.2843241,0.09404213,0.3545093,0.3709044,0.0551765,0.2749664,0.4080042,0.3630639,0.2134396,0.3383274,0.04673416,0.2375797,0.2185288,0.2580361,0.2439141,0.2944947,0.1920613,0.1517701,0.564909,0.4095795,0.213896,0.6491055,0.2759158,0.2238272,0.2814626,0.1519678,0.2247795,0.3784937,0.248516,0.238642,0.2440751,0.1302125,0.2290559,0.2025258,0.2588702,0.09473114,0.3210512,0.202708,0.6024339,0.2694882,0.507887,0.2737914,0.03905718,0.4097153,0.2467121,0.2775795,0.620797,0.7924287,0.2278342,0.1894718,0.1432578,0.2372139,0.7073953,0.4533766,0.04215382,0.2555415,0.6885268,0.2922883,0.1863451,0.2179677,0.2041972,0.2172658,0.2161329,0.1908668,0.1133405,0.05822305,0.4156902,0.2909704,0.07064887,0.3026676,0.4316344,0.1609213,0.0662866,0.1138707,0.6366057,0.1510189,0.4037749,0.6586355,0.2024047,0.1832283,0.6119123,0.2359047,0.2670941,0.2817031,0.735102,0.04628339,0.2462754,0.5815347,0.1279211,0.4093593,0.1325864,0.3581856,0.08231541,0.1758064,0.2814617,0.1788678,0.2240636,0.104062,0.6162114,0.4360638,0.1590407,0.1034142,0.7830193,0.05339255,0.05404769,0.35893,0.2112653,0.4315176,0.2584686,0.2370187,0.1985575,0.2593421,0.7409682,0.2868035,0.2696261,0.2677235,0.1799611,0.2296271,0.2080575,0.1208253,0.1254724,0.2046241,0.3871074,0.09392381,0.1648661,0.2361129,0.3807731,0.7741217,0.2104295,0.08842102,0.2967809,0.05300128,0.2864282,0.1341024,0.1626688,0.06715932,0.4516779,0.04188248,0.1224005,0.2232735,0.1243573,0.3818368,0.5658092,0.4101739,0.219525,0.07451653,0.4128594,0.4384698,0.09752192,0.23924,0.3775808,0.2931842,0.2174242,0.3558824,0.06998152,0.1533924,0.1317946,0.3720586,0.4525688,0.2819658,0.09724589,0.2080948,0.663892
